ID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ
11,40.5950258,40.59559136,40.59615691,40.59672247,40.59728803,40.59785358,40.59841914,40.5989847,40.59955025,40.60011581,40.60068137,40.60124692,40.60181248,40.60237804,40.60294359,40.60350915,40.6040747,40.60464026,40.60520582,40.60577137,40.60633693,40.60690249,40.60746804,40.6080336,40.60859916,40.60916471,40.60973027,40.61029583,40.61086138,40.61142694,40.6119925,40.61255805,40.61312361,40.61368917,40.61425472,40.61482028,40.61538584,40.61595139,40.61651695,40.6170825,40.61764806,40.61821362,40.61877917,40.61934473,40.61991029,40.62047584,40.6210414,40.62160696,40.62217251,40.62273807,40.62330363,40.62386918,40.62443474,40.6250003,40.62556585,40.62613141,40.62669697,40.62726252,40.62782808,40.62839364,40.62895919,40.62952475,40.6300903,40.63065586,40.63122142,40.63178697,40.63235253,40.63291809,40.63348364
12,40.5977237,40.59828925,40.59885481,40.59942037,40.59998592,40.60055148,40.60111704,40.60168259,40.60224815,40.60281371,40.60337926,40.60394482,40.60451038,40.60507593,40.60564149,40.60620705,40.6067726,40.60733816,40.60790372,40.60846927,40.60903483,40.60960038,40.61016594,40.6107315,40.61129705,40.61186261,40.61242817,40.61299372,40.61355928,40.61412484,40.61469039,40.61525595,40.61582151,40.61638706,40.61695262,40.61751818,40.61808373,40.61864929,40.61921485,40.6197804,40.62034596,40.62091152,40.62147707,40.62204263,40.62260818,40.62317374,40.6237393,40.62430485,40.62487041,40.62543597,40.62600152,40.62656708,40.62713264,40.62769819,40.62826375,40.62882931,40.62939486,40.62996042,40.63052598,40.63109153,40.63165709,40.63222265,40.6327882,40.63335376,40.63391932,40.63448487,40.63505043,40.63561598,40.63618154
13,40.6004216,40.60098715,40.60155271,40.60211826,40.60268382,40.60324938,40.60381493,40.60438049,40.60494605,40.6055116,40.60607716,40.60664272,40.60720827,40.60777383,40.60833939,40.60890494,40.6094705,40.61003606,40.61060161,40.61116717,40.61173273,40.61229828,40.61286384,40.6134294,40.61399495,40.61456051,40.61512606,40.61569162,40.61625718,40.61682273,40.61738829,40.61795385,40.6185194,40.61908496,40.61965052,40.62021607,40.62078163,40.62134719,40.62191274,40.6224783,40.62304386,40.62360941,40.62417497,40.62474053,40.62530608,40.62587164,40.6264372,40.62700275,40.62756831,40.62813386,40.62869942,40.62926498,40.62983053,40.63039609,40.63096165,40.6315272,40.63209276,40.63265832,40.63322387,40.63378943,40.63435499,40.63492054,40.6354861,40.63605166,40.63661721,40.63718277,40.63774833,40.63831388,40.63887944
14,40.60311949,40.60368505,40.60425061,40.60481616,40.60538172,40.60594728,40.60651283,40.60707839,40.60764394,40.6082095,40.60877506,40.60934061,40.60990617,40.61047173,40.61103728,40.61160284,40.6121684,40.61273395,40.61329951,40.61386507,40.61443062,40.61499618,40.61556174,40.61612729,40.61669285,40.61725841,40.61782396,40.61838952,40.61895508,40.61952063,40.62008619,40.62065174,40.6212173,40.62178286,40.62234841,40.62291397,40.62347953,40.62404508,40.62461064,40.6251762,40.62574175,40.62630731,40.62687287,40.62743842,40.62800398,40.62856954,40.62913509,40.62970065,40.63026621,40.63083176,40.63139732,40.63196288,40.63252843,40.63309399,40.63365954,40.6342251,40.63479066,40.63535621,40.63592177,40.63648733,40.63705288,40.63761844,40.638184,40.63874955,40.63931511,40.63988067,40.64044622,40.64101178,40.64157734
15,40.60581739,40.60638295,40.6069485,40.60751406,40.60807962,40.60864517,40.60921073,40.60977629,40.61034184,40.6109074,40.61147296,40.61203851,40.61260407,40.61316962,40.61373518,40.61430074,40.61486629,40.61543185,40.61599741,40.61656296,40.61712852,40.61769408,40.61825963,40.61882519,40.61939075,40.6199563,40.62052186,40.62108742,40.62165297,40.62221853,40.62278409,40.62334964,40.6239152,40.62448076,40.62504631,40.62561187,40.62617742,40.62674298,40.62730854,40.62787409,40.62843965,40.62900521,40.62957076,40.63013632,40.63070188,40.63126743,40.63183299,40.63239855,40.6329641,40.63352966,40.63409522,40.63466077,40.63522633,40.63579189,40.63635744,40.636923,40.63748856,40.63805411,40.63861967,40.63918522,40.63975078,40.64031634,40.64088189,40.64144745,40.64201301,40.64257856,40.64314412,40.64370968,40.64427523
16,40.60851529,40.60908084,40.6096464,40.61021196,40.61077751,40.61134307,40.61190863,40.61247418,40.61303974,40.6136053,40.61417085,40.61473641,40.61530197,40.61586752,40.61643308,40.61699864,40.61756419,40.61812975,40.6186953,40.61926086,40.61982642,40.62039197,40.62095753,40.62152309,40.62208864,40.6226542,40.62321976,40.62378531,40.62435087,40.62491643,40.62548198,40.62604754,40.6266131,40.62717865,40.62774421,40.62830977,40.62887532,40.62944088,40.63000644,40.63057199,40.63113755,40.6317031,40.63226866,40.63283422,40.63339977,40.63396533,40.63453089,40.63509644,40.635662,40.63622756,40.63679311,40.63735867,40.63792423,40.63848978,40.63905534,40.6396209,40.64018645,40.64075201,40.64131757,40.64188312,40.64244868,40.64301424,40.64357979,40.64414535,40.6447109,40.64527646,40.64584202,40.64640757,40.64697313
17,40.61121318,40.61177874,40.6123443,40.61290985,40.61347541,40.61404097,40.61460652,40.61517208,40.61573764,40.61630319,40.61686875,40.61743431,40.61799986,40.61856542,40.61913098,40.61969653,40.62026209,40.62082765,40.6213932,40.62195876,40.62252432,40.62308987,40.62365543,40.62422098,40.62478654,40.6253521,40.62591765,40.62648321,40.62704877,40.62761432,40.62817988,40.62874544,40.62931099,40.62987655,40.63044211,40.63100766,40.63157322,40.63213878,40.63270433,40.63326989,40.63383545,40.634401,40.63496656,40.63553212,40.63609767,40.63666323,40.63722878,40.63779434,40.6383599,40.63892545,40.63949101,40.64005657,40.64062212,40.64118768,40.64175324,40.64231879,40.64288435,40.64344991,40.64401546,40.64458102,40.64514658,40.64571213,40.64627769,40.64684325,40.6474088,40.64797436,40.64853992,40.64910547,40.64967103
18,40.61391108,40.61447664,40.6150422,40.61560775,40.61617331,40.61673886,40.61730442,40.61786998,40.61843553,40.61900109,40.61956665,40.6201322,40.62069776,40.62126332,40.62182887,40.62239443,40.62295999,40.62352554,40.6240911,40.62465666,40.62522221,40.62578777,40.62635333,40.62691888,40.62748444,40.62805,40.62861555,40.62918111,40.62974666,40.63031222,40.63087778,40.63144333,40.63200889,40.63257445,40.63314,40.63370556,40.63427112,40.63483667,40.63540223,40.63596779,40.63653334,40.6370989,40.63766446,40.63823001,40.63879557,40.63936113,40.63992668,40.64049224,40.6410578,40.64162335,40.64218891,40.64275446,40.64332002,40.64388558,40.64445113,40.64501669,40.64558225,40.6461478,40.64671336,40.64727892,40.64784447,40.64841003,40.64897559,40.64954114,40.6501067,40.65067226,40.65123781,40.65180337,40.65236893
19,40.61660898,40.61717454,40.61774009,40.61830565,40.61887121,40.61943676,40.62000232,40.62056788,40.62113343,40.62169899,40.62226454,40.6228301,40.62339566,40.62396121,40.62452677,40.62509233,40.62565788,40.62622344,40.626789,40.62735455,40.62792011,40.62848567,40.62905122,40.62961678,40.63018234,40.63074789,40.63131345,40.63187901,40.63244456,40.63301012,40.63357568,40.63414123,40.63470679,40.63527234,40.6358379,40.63640346,40.63696901,40.63753457,40.63810013,40.63866568,40.63923124,40.6397968,40.64036235,40.64092791,40.64149347,40.64205902,40.64262458,40.64319014,40.64375569,40.64432125,40.64488681,40.64545236,40.64601792,40.64658348,40.64714903,40.64771459,40.64828014,40.6488457,40.64941126,40.64997681,40.65054237,40.65110793,40.65167348,40.65223904,40.6528046,40.65337015,40.65393571,40.65450127,40.65506682
20,40.61930688,40.61987243,40.62043799,40.62100355,40.6215691,40.62213466,40.62270022,40.62326577,40.62383133,40.62439689,40.62496244,40.625528,40.62609356,40.62665911,40.62722467,40.62779022,40.62835578,40.62892134,40.62948689,40.63005245,40.63061801,40.63118356,40.63174912,40.63231468,40.63288023,40.63344579,40.63401135,40.6345769,40.63514246,40.63570802,40.63627357,40.63683913,40.63740469,40.63797024,40.6385358,40.63910136,40.63966691,40.64023247,40.64079802,40.64136358,40.64192914,40.64249469,40.64306025,40.64362581,40.64419136,40.64475692,40.64532248,40.64588803,40.64645359,40.64701915,40.6475847,40.64815026,40.64871582,40.64928137,40.64984693,40.65041249,40.65097804,40.6515436,40.65210916,40.65267471,40.65324027,40.65380582,40.65437138,40.65493694,40.65550249,40.65606805,40.65663361,40.65719916,40.65776472
21,40.62200477,40.62257033,40.62313589,40.62370144,40.624267,40.62483256,40.62539811,40.62596367,40.62652923,40.62709478,40.62766034,40.6282259,40.62879145,40.62935701,40.62992257,40.63048812,40.63105368,40.63161924,40.63218479,40.63275035,40.6333159,40.63388146,40.63444702,40.63501257,40.63557813,40.63614369,40.63670924,40.6372748,40.63784036,40.63840591,40.63897147,40.63953703,40.64010258,40.64066814,40.6412337,40.64179925,40.64236481,40.64293037,40.64349592,40.64406148,40.64462704,40.64519259,40.64575815,40.6463237,40.64688926,40.64745482,40.64802037,40.64858593,40.64915149,40.64971704,40.6502826,40.65084816,40.65141371,40.65197927,40.65254483,40.65311038,40.65367594,40.6542415,40.65480705,40.65537261,40.65593817,40.65650372,40.65706928,40.65763484,40.65820039,40.65876595,40.6593315,40.65989706,40.66046262
22,40.62470267,40.62526823,40.62583378,40.62639934,40.6269649,40.62753045,40.62809601,40.62866157,40.62922712,40.62979268,40.63035824,40.63092379,40.63148935,40.63205491,40.63262046,40.63318602,40.63375158,40.63431713,40.63488269,40.63544825,40.6360138,40.63657936,40.63714492,40.63771047,40.63827603,40.63884158,40.63940714,40.6399727,40.64053825,40.64110381,40.64166937,40.64223492,40.64280048,40.64336604,40.64393159,40.64449715,40.64506271,40.64562826,40.64619382,40.64675938,40.64732493,40.64789049,40.64845605,40.6490216,40.64958716,40.65015272,40.65071827,40.65128383,40.65184938,40.65241494,40.6529805,40.65354605,40.65411161,40.65467717,40.65524272,40.65580828,40.65637384,40.65693939,40.65750495,40.65807051,40.65863606,40.65920162,40.65976718,40.66033273,40.66089829,40.66146385,40.6620294,40.66259496,40.66316052
23,40.62740057,40.62796613,40.62853168,40.62909724,40.6296628,40.63022835,40.63079391,40.63135946,40.63192502,40.63249058,40.63305613,40.63362169,40.63418725,40.6347528,40.63531836,40.63588392,40.63644947,40.63701503,40.63758059,40.63814614,40.6387117,40.63927726,40.63984281,40.64040837,40.64097393,40.64153948,40.64210504,40.6426706,40.64323615,40.64380171,40.64436726,40.64493282,40.64549838,40.64606393,40.64662949,40.64719505,40.6477606,40.64832616,40.64889172,40.64945727,40.65002283,40.65058839,40.65115394,40.6517195,40.65228506,40.65285061,40.65341617,40.65398173,40.65454728,40.65511284,40.6556784,40.65624395,40.65680951,40.65737506,40.65794062,40.65850618,40.65907173,40.65963729,40.66020285,40.6607684,40.66133396,40.66189952,40.66246507,40.66303063,40.66359619,40.66416174,40.6647273,40.66529286,40.66585841
24,40.63009847,40.63066402,40.63122958,40.63179514,40.63236069,40.63292625,40.63349181,40.63405736,40.63462292,40.63518848,40.63575403,40.63631959,40.63688514,40.6374507,40.63801626,40.63858181,40.63914737,40.63971293,40.64027848,40.64084404,40.6414096,40.64197515,40.64254071,40.64310627,40.64367182,40.64423738,40.64480294,40.64536849,40.64593405,40.64649961,40.64706516,40.64763072,40.64819628,40.64876183,40.64932739,40.64989294,40.6504585,40.65102406,40.65158961,40.65215517,40.65272073,40.65328628,40.65385184,40.6544174,40.65498295,40.65554851,40.65611407,40.65667962,40.65724518,40.65781074,40.65837629,40.65894185,40.65950741,40.66007296,40.66063852,40.66120408,40.66176963,40.66233519,40.66290074,40.6634663,40.66403186,40.66459741,40.66516297,40.66572853,40.66629408,40.66685964,40.6674252,40.66799075,40.66855631
25,40.63279636,40.63336192,40.63392748,40.63449303,40.63505859,40.63562415,40.6361897,40.63675526,40.63732082,40.63788637,40.63845193,40.63901749,40.63958304,40.6401486,40.64071416,40.64127971,40.64184527,40.64241082,40.64297638,40.64354194,40.64410749,40.64467305,40.64523861,40.64580416,40.64636972,40.64693528,40.64750083,40.64806639,40.64863195,40.6491975,40.64976306,40.65032862,40.65089417,40.65145973,40.65202529,40.65259084,40.6531564,40.65372196,40.65428751,40.65485307,40.65541862,40.65598418,40.65654974,40.65711529,40.65768085,40.65824641,40.65881196,40.65937752,40.65994308,40.66050863,40.66107419,40.66163975,40.6622053,40.66277086,40.66333642,40.66390197,40.66446753,40.66503309,40.66559864,40.6661642,40.66672976,40.66729531,40.66786087,40.66842642,40.66899198,40.66955754,40.67012309,40.67068865,40.67125421
26,40.63549426,40.63605982,40.63662537,40.63719093,40.63775649,40.63832204,40.6388876,40.63945316,40.64001871,40.64058427,40.64114983,40.64171538,40.64228094,40.6428465,40.64341205,40.64397761,40.64454317,40.64510872,40.64567428,40.64623984,40.64680539,40.64737095,40.6479365,40.64850206,40.64906762,40.64963317,40.65019873,40.65076429,40.65132984,40.6518954,40.65246096,40.65302651,40.65359207,40.65415763,40.65472318,40.65528874,40.6558543,40.65641985,40.65698541,40.65755097,40.65811652,40.65868208,40.65924764,40.65981319,40.66037875,40.6609443,40.66150986,40.66207542,40.66264097,40.66320653,40.66377209,40.66433764,40.6649032,40.66546876,40.66603431,40.66659987,40.66716543,40.66773098,40.66829654,40.6688621,40.66942765,40.66999321,40.67055877,40.67112432,40.67168988,40.67225544,40.67282099,40.67338655,40.6739521
27,40.63819216,40.63875772,40.63932327,40.63988883,40.64045438,40.64101994,40.6415855,40.64215105,40.64271661,40.64328217,40.64384772,40.64441328,40.64497884,40.64554439,40.64610995,40.64667551,40.64724106,40.64780662,40.64837218,40.64893773,40.64950329,40.65006885,40.6506344,40.65119996,40.65176552,40.65233107,40.65289663,40.65346218,40.65402774,40.6545933,40.65515885,40.65572441,40.65628997,40.65685552,40.65742108,40.65798664,40.65855219,40.65911775,40.65968331,40.66024886,40.66081442,40.66137998,40.66194553,40.66251109,40.66307665,40.6636422,40.66420776,40.66477332,40.66533887,40.66590443,40.66646998,40.66703554,40.6676011,40.66816665,40.66873221,40.66929777,40.66986332,40.67042888,40.67099444,40.67155999,40.67212555,40.67269111,40.67325666,40.67382222,40.67438778,40.67495333,40.67551889,40.67608445,40.67665
28,40.64089006,40.64145561,40.64202117,40.64258673,40.64315228,40.64371784,40.6442834,40.64484895,40.64541451,40.64598006,40.64654562,40.64711118,40.64767673,40.64824229,40.64880785,40.6493734,40.64993896,40.65050452,40.65107007,40.65163563,40.65220119,40.65276674,40.6533323,40.65389786,40.65446341,40.65502897,40.65559453,40.65616008,40.65672564,40.6572912,40.65785675,40.65842231,40.65898786,40.65955342,40.66011898,40.66068453,40.66125009,40.66181565,40.6623812,40.66294676,40.66351232,40.66407787,40.66464343,40.66520899,40.66577454,40.6663401,40.66690566,40.66747121,40.66803677,40.66860233,40.66916788,40.66973344,40.670299,40.67086455,40.67143011,40.67199566,40.67256122,40.67312678,40.67369233,40.67425789,40.67482345,40.675389,40.67595456,40.67652012,40.67708567,40.67765123,40.67821679,40.67878234,40.6793479
29,40.64358795,40.64415351,40.64471907,40.64528462,40.64585018,40.64641574,40.64698129,40.64754685,40.64811241,40.64867796,40.64924352,40.64980908,40.65037463,40.65094019,40.65150574,40.6520713,40.65263686,40.65320241,40.65376797,40.65433353,40.65489908,40.65546464,40.6560302,40.65659575,40.65716131,40.65772687,40.65829242,40.65885798,40.65942354,40.65998909,40.66055465,40.66112021,40.66168576,40.66225132,40.66281688,40.66338243,40.66394799,40.66451354,40.6650791,40.66564466,40.66621021,40.66677577,40.66734133,40.66790688,40.66847244,40.669038,40.66960355,40.67016911,40.67073467,40.67130022,40.67186578,40.67243134,40.67299689,40.67356245,40.67412801,40.67469356,40.67525912,40.67582468,40.67639023,40.67695579,40.67752134,40.6780869,40.67865246,40.67921801,40.67978357,40.68034913,40.68091468,40.68148024,40.6820458
30,40.64628585,40.64685141,40.64741696,40.64798252,40.64854808,40.64911363,40.64967919,40.65024475,40.6508103,40.65137586,40.65194142,40.65250697,40.65307253,40.65363809,40.65420364,40.6547692,40.65533475,40.65590031,40.65646587,40.65703142,40.65759698,40.65816254,40.65872809,40.65929365,40.65985921,40.66042476,40.66099032,40.66155588,40.66212143,40.66268699,40.66325255,40.6638181,40.66438366,40.66494922,40.66551477,40.66608033,40.66664589,40.66721144,40.667777,40.66834255,40.66890811,40.66947367,40.67003922,40.67060478,40.67117034,40.67173589,40.67230145,40.67286701,40.67343256,40.67399812,40.67456368,40.67512923,40.67569479,40.67626035,40.6768259,40.67739146,40.67795702,40.67852257,40.67908813,40.67965369,40.68021924,40.6807848,40.68135035,40.68191591,40.68248147,40.68304702,40.68361258,40.68417814,40.68474369
31,40.64898375,40.6495493,40.65011486,40.65068042,40.65124597,40.65181153,40.65237709,40.65294264,40.6535082,40.65407376,40.65463931,40.65520487,40.65577043,40.65633598,40.65690154,40.6574671,40.65803265,40.65859821,40.65916377,40.65972932,40.66029488,40.66086043,40.66142599,40.66199155,40.6625571,40.66312266,40.66368822,40.66425377,40.66481933,40.66538489,40.66595044,40.666516,40.66708156,40.66764711,40.66821267,40.66877823,40.66934378,40.66990934,40.6704749,40.67104045,40.67160601,40.67217157,40.67273712,40.67330268,40.67386823,40.67443379,40.67499935,40.6755649,40.67613046,40.67669602,40.67726157,40.67782713,40.67839269,40.67895824,40.6795238,40.68008936,40.68065491,40.68122047,40.68178603,40.68235158,40.68291714,40.6834827,40.68404825,40.68461381,40.68517937,40.68574492,40.68631048,40.68687603,40.68744159
32,40.65168165,40.6522472,40.65281276,40.65337831,40.65394387,40.65450943,40.65507498,40.65564054,40.6562061,40.65677165,40.65733721,40.65790277,40.65846832,40.65903388,40.65959944,40.66016499,40.66073055,40.66129611,40.66186166,40.66242722,40.66299278,40.66355833,40.66412389,40.66468945,40.665255,40.66582056,40.66638611,40.66695167,40.66751723,40.66808278,40.66864834,40.6692139,40.66977945,40.67034501,40.67091057,40.67147612,40.67204168,40.67260724,40.67317279,40.67373835,40.67430391,40.67486946,40.67543502,40.67600058,40.67656613,40.67713169,40.67769725,40.6782628,40.67882836,40.67939391,40.67995947,40.68052503,40.68109058,40.68165614,40.6822217,40.68278725,40.68335281,40.68391837,40.68448392,40.68504948,40.68561504,40.68618059,40.68674615,40.68731171,40.68787726,40.68844282,40.68900838,40.68957393,40.69013949
